studentLogID,studentID,topicID,categoryID,difficultyOffset,createdAt
"X'1B14D44FF61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B14D49AF61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'E990EEBA5D434251A2CED1C43C294048'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B14D4E4F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B14D52EF61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B14D578F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B14D5C2F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'E990EEBA5D434251A2CED1C43C294048'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B14D60CF61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B14D656F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B14D6A0F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B14D6E9F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'E990EEBA5D434251A2CED1C43C294048'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B15380CF61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B15390AF61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B153A04F61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B153B75F61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B153C6EF61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B153D69F61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B153EAFF61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B153FA9F61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B1540A4F61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B1541CDF61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B1542C7F61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B1543FEF61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B154562F61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B15465EF61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B154759F61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B1548F4F61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B1549EEF61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B154AE8F61211EE8F82D92941CC39B9'","X'2EB98206C75A4A4E843D4417A3A713BE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B156F0CF61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B156FFBF61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B1570ADF61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B15717BF61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B157226F61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B1572D0F61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B1573C8F61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B157471F61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B15751BF61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B157603F61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B1576ADF61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B157757F61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B15785CF61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B157907F61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B1579B1F61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B157AC4F61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B157B6FF61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B157C1AF61211EE8F82D92941CC39B9'","X'19615372C715430B9B3CD260353DE91F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B15A41BF61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B15A4C6F61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B15A56FF61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B15A680F61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B15A726F61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B15A7CCF61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B15A895F61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B15A93DF61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B15A9E5F61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B15AACBF61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B15AB72F61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B15AC19F61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B15AD0DF61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B15ADB4F61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B15AE5CF61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B15AF34F61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B15AFDCF61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B15B083F61211EE8F82D92941CC39B9'","X'78D85F444FB64F24A31945F2675109D2'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B15B1F0F61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B15B2EFF61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B15B3EEF61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B15B51BF61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B15B618F61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B15B715F61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B15B88BF61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B15B9D3F61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B15BAD5F61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B15BC75F61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B15BD74F61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B15BE71F61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B15BF8EF61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B15C08CF61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B15C189F61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B15C2C4F61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B15C3C1F61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B15C4BFF61211EE8F82D92941CC39B9'","X'97C31825132040B4B59F025839450E77'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B160D1DF61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B160D6CF61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B160DB7F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B160E02F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'E990EEBA5D434251A2CED1C43C294048'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B160E4DF61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B160E97F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B160EE1F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B160F2DF61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'E990EEBA5D434251A2CED1C43C294048'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B160F77F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B160FC2F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B16100EF61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B161059F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'E990EEBA5D434251A2CED1C43C294048'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B1610A4F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B1610EEF61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B16113BF61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B161187F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'E990EEBA5D434251A2CED1C43C294048'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B1611D2F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B16121CF61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B161266F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B1612B0F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'E990EEBA5D434251A2CED1C43C294048'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B1612FBF61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B161345F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B161390F61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B1613DAF61211EE8F82D92941CC39B9'","X'EFA10A4B89744AA19AD9F05579B64C1E'","X'E990EEBA5D434251A2CED1C43C294048'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B1641B4F61211EE8F82D92941CC39B9'","X'E8A364B2292E41BE9C433E3C78B43E36'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B164260F61211EE8F82D92941CC39B9'","X'E8A364B2292E41BE9C433E3C78B43E36'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B164338F61211EE8F82D92941CC39B9'","X'E8A364B2292E41BE9C433E3C78B43E36'","X'E990EEBA5D434251A2CED1C43C294048'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B1643E0F61211EE8F82D92941CC39B9'","X'E8A364B2292E41BE9C433E3C78B43E36'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B164487F61211EE8F82D92941CC39B9'","X'E8A364B2292E41BE9C433E3C78B43E36'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B16457CF61211EE8F82D92941CC39B9'","X'E8A364B2292E41BE9C433E3C78B43E36'","X'E990EEBA5D434251A2CED1C43C294048'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B164624F61211EE8F82D92941CC39B9'","X'E8A364B2292E41BE9C433E3C78B43E36'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
