questionLogID,questionID,difficulty,createdAt
"X'80F28B80A18B4C61BA85B09A5C2CA2C9'","X'5A330EE610CE472CB2D1C30BCCB65A7C'",0.60,2024-04-07 15:18:07
"X'810132DF4AB045DD9E06845DC1E33C86'","X'C0FB252E4E534AF096BA4F0FBE387798'",0.60,2024-04-04 18:57:35
"X'8127FC7048974DEFB23B8E2DCAAF8ABB'","X'C743664871F74C03972CBB547CC1D79F'",0.70,2024-04-04 19:02:10
"X'812AE003EBCF4C1BBE1966C28F96CB98'","X'D4A109D821764FDC92738D6074E4244E'",0.70,2024-04-03 12:53:25
"X'812D125A9577442FAE510E45C3CDC1D9'","X'54200E6DF2AC4224B29F0D6E1E1AE49C'",0.60,2024-04-07 17:10:58
"X'812F946884B740F784C5DEA89DC555A3'","X'D5470A9DCAD148C4872A7F0089546A5E'",1.88,2024-04-08 20:17:13
"X'813F2E3BCCFA4C898E816F49C7926396'","X'E1DE90E185944E36B4D17117699246F8'",0.30,2024-04-06 18:34:21
"X'8140B33A5D4242CCB3634AC2D4C461E3'","X'7D1C4A27828E422E89237986812F386B'",0.44,2024-04-08 10:14:24
"X'814C5563A46F45458A5F601F24CCEC25'","X'AC9AA6ECA24E4C6FBCE5C912441AA8C8'",0.60,2024-04-06 19:44:29
"X'8152CDC8705C4E3D96E2DBE46033F540'","X'4D7DA4CD4E81405C9FDA86DE06118953'",0.90,2024-04-04 01:44:49
"X'816013AC9F984B759E0F205C81861CDF'","X'50363D74DCED4A9C9E57749E3043440F'",0.77,2024-04-07 13:14:09
"X'8163B67D672748C499C7F0F0EB85F728'","X'FB3BC40267964D8F9D7B9D1E21A52580'",8.36,2024-04-08 22:41:19
"X'81678D10CE1E4E6B80559823F6142CA4'","X'D400C32F81A644ABB8D7EFC903305B9C'",0.80,2024-04-02 13:49:53
"X'816D07E175FE462C97444BDB14CCC84F'","X'CDE79713CA2D455A88F8A4748B96AB05'",0.33,2024-04-07 20:43:08
"X'81785EA9A7754FA09750A393A9EF1F65'","X'1387916F8079431BBFCB31330CFC4ADE'",2.45,2024-04-08 19:48:48
"X'8179D260F2324FC096A947F81DFC6B05'","X'14C88E3038EB40418EC0D5AD8BCC0E5B'",0.80,2024-04-03 14:02:47
"X'818A4744FCAC442886A903A3DB3E61BB'","X'1938E25C004D4B01A1BDA6F7A819979F'",0.40,2024-04-04 01:35:52
"X'818F53A3C38442E391BDFDFE1E0A0110'","X'4F2ED2B0468042C988ABF8CA49A8A8A5'",1.84,2024-04-08 19:04:53
"X'819E72CC20364F549FDD6EC36DFD8F4A'","X'D1BCDC2E876A4118B74751B995A590BB'",0.60,2024-04-04 15:56:41
"X'81AA6B43C66E448F829C31BC79F40F44'","X'B3D2A504651543DB9BDC003F409B48C1'",0.42,2024-03-31 21:49:44
"X'81B6090129F34B22B2D5E4FA440B945C'","X'DA28151514634320ADCCBC621F9E9A48'",0.80,2024-04-03 01:24:36
"X'81D4353A80DC4042A5A53042BABFAFFF'","X'DADEE116372D4419BD24E757810FCC7A'",0.31,2024-04-07 21:05:37
"X'81DD7E610CA64E68A330B4A1A276F670'","X'11F961DCD7A24CB69C22C22DC2E3A80E'",0.90,2024-04-08 22:45:27
"X'81F0E298ACE24B9BB5E350C0D84587B4'","X'9DACA0DFD5D6422BBC4E027D0F0AE0AA'",3.60,2024-04-07 21:38:04
"X'81F1D7039D494B8390D11DCBB8431FAA'","X'E9CAF5363CDC48498DDF652C90E2C7D0'",0.60,2024-04-07 20:56:42
"X'81F403B6468C40269B82C6DF950E5197'","X'5A330EE610CE472CB2D1C30BCCB65A7C'",1.33,2024-04-07 23:32:10
"X'8202E21CC6FD46099A5353BEFD252371'","X'B4E12BB1661B4958853DBF93CA9B49E3'",1.32,2024-04-08 21:20:53
"X'8204BAFFFA92497893938E07D5DF31A0'","X'A07700B204E94B2DB54EDF5E2C9B19CE'",0.62,2024-04-08 20:04:31
"X'8219F772CDB4443888218E5E68085220'","X'D4ED87D0608D4DDAA78D09B31A7A0140'",0.91,2024-04-05 16:52:04
"X'821D4CACE7ED4C4F845FA60B1644CC1A'","X'57D24BE431714FECB32813A01CEEBBB4'",0.60,2024-04-06 18:39:53
"X'8222269239ED448EBD9D5F90D0BF4EFF'","X'146F55C32A67432B97E787A708F3CD63'",0.63,2024-04-07 18:17:45
"X'8226850294B146F5980B15E99419EF32'","X'86A635B89BD1480EA612259D359710CB'",0.81,2024-04-07 16:41:44
"X'823683DE33044DDCADDC5E8B61F4C40A'","X'079EBBF49A804E428A41068070A08A4C'",0.20,2024-04-07 13:28:44
"X'824A9F1FF0704569AF40E046C972A205'","X'B44D42CFDF2C48F5B5D411BCFD550284'",0.31,2024-04-08 14:45:10
"X'8259E189580D4641A392377DF51DCB25'","X'1DDB42EA55764BCC892351348F1F4184'",3.56,2024-04-08 22:41:57
"X'825E891DBFB345E4B59277CAA8BA9849'","X'194FDCB0B59A4756AB8005B433AB8BAC'",0.71,2024-04-07 15:19:53
"X'82646F4D060E4465BAABFC4125FA1B4F'","X'996CADB6193C4C21B59F8670FAC998A7'",0.43,2024-04-02 10:15:24
"X'8270A33CF57641E9A5CC26C7C22ABA49'","X'E3658429221A4C36801AE28033A2FF44'",0.63,2024-04-08 20:52:13
"X'827687AFAC7340F4A68684CC4B57A795'","X'8240898ABD604F42B998FFB2CEF116EF'",0.80,2024-04-06 19:23:25
"X'828AE77026E44362BBBC5663200016BA'","X'1938E25C004D4B01A1BDA6F7A819979F'",0.43,2024-04-08 20:28:39
"X'828D379669564CFAA5EE0AE4829A8E34'","X'CF516B1FC9BF4D37A5E60C4A012A4AA3'",0.15,2024-04-07 15:22:57
"X'82942283109149F3A335B6CD4396B878'","X'57D24BE431714FECB32813A01CEEBBB4'",0.91,2024-04-07 22:27:51
"X'829A7006B7B04EF8AC457FD69227B9FF'","X'2ADDC19B052949E1A2004E373C1AFFEA'",0.50,2024-04-03 13:12:30
"X'829F8F33835E457A9E9F8077F1C74C25'","X'42860377218E404BA5EB04A41AF93C02'",0.60,2024-04-05 14:34:30
"X'82A0A2977C2F49E8AF2CB33DD3660F26'","X'4DEF9449DC7E45709F2B2821388C9FE9'",0.85,2024-04-07 13:28:18
"X'82A827220F4C45C6AFD3185D67C94426'","X'9422D51DA09F42D88D49FA03C393BB25'",0.30,2024-04-06 17:32:39
"X'82B039275AE442E7BD3BB640D4C78EAB'","X'ECB0C1E209D44DFC8EC38E247B2B8717'",0.30,2024-04-07 17:49:41
"X'82B92387325B4AFCB8FA24FC84847F18'","X'131BB395AEEA4EB4B400D7C12B153F6D'",0.46,2024-04-03 13:31:53
"X'82C4EBE843EB426399A299A8011F181F'","X'222407E7D5CD42A0B5949AE8B5648A96'",6.39,2024-04-08 20:45:32
"X'82CB51B4C8CA4EB69582125773060B0E'","X'E3EBFAD6C7874EF19FC37DCC29F95A28'",3.11,2024-04-08 18:09:09
"X'82D0A9FDA19449618F1F49F39FC5489B'","X'42860377218E404BA5EB04A41AF93C02'",0.64,2024-04-08 14:44:17
"X'82D7C3BAA4ED487783A3A3B1DE9636E9'","X'A843DF2894194A018AB43A531B9D920B'",4.21,2024-04-08 22:45:27
"X'82DBE35EB82F4B66AFDC3BF9D82B4C42'","X'DD76471A196142DFBE1C700594FB7A90'",2.56,2024-04-08 20:51:49
"X'82DEAAF5598445459AA66B201130CB09'","X'C85C4621113642F9A1E870E30BF7421C'",0.40,2024-04-07 14:24:57
"X'82E1E0645C9445B09CE12C80BFDAD2BF'","X'64D12B11A4EC4397A695857B45C36728'",1.38,2024-04-08 10:12:55
"X'82EFAC0928034FF285D355C89394101B'","X'2432E5E95D684112831AB42D1CD96A5A'",0.51,2024-04-07 16:57:49
"X'82F2D9AEDB974199B488F6FC1726201B'","X'AB46D54205BB4A06838C9CE8284554E4'",0.30,2024-04-07 17:04:39
"X'82F72B4CB80A41E88F20728DA06753E1'","X'F7B5039AC1314184AD4CC8EE752B5FF2'",0.70,2024-04-02 00:36:34
"X'830C984F66CF4C30AAEB814BFD943E57'","X'C247B771166548BD8CA97A44C53AF8B7'",0.60,2024-04-01 23:44:37
"X'830E4DAFC40F4FD693349B50901DE4D0'","X'DF8AF94B9B644476BC16170C0762FE6A'",3.21,2024-04-07 19:25:04
"X'83121701171C4C5AAB18B6C9D16301FD'","X'A3938929347A41029A34620FD55E6B69'",2.73,2024-04-09 08:28:33
"X'83157CDF9C644DB3A904C3F41E2A8B62'","X'948FA9BB1D054678A855AD0D81674CCD'",0.60,2024-04-07 18:55:59
"X'831D8A0BF2D74211AD16331FDBC49D59'","X'45EEA478FFA24907BFDA4D70F99AB556'",0.90,2024-04-08 23:08:16
"X'832DBE8E27774AD9AA616EF105863729'","X'2B954543225D4A239536DD2F3E11E2E9'",0.41,2024-04-08 10:12:54
"X'8334C3797713421A80B8666A9097AFBE'","X'30EAB9F54D014A67B3840F2ACE372A2E'",0.70,2024-04-06 19:04:17
"X'833785CBAE6D4D72A9E90EA35D0DCC80'","X'4EDABABF83AB47F881550E12FB8002C8'",0.70,2024-04-05 14:01:12
"X'83398181B13A4C64BA1BFEBB27EDEE16'","X'31F5EF897F2F401DB356DD3EB52B85DC'",0.50,2024-04-05 18:04:31
"X'833EB07852E74731A75F7240B3BF995D'","X'30E8F0AC4D0E4033BB6C287877297DDC'",1.88,2024-04-08 20:26:31
"X'8348FD2719E04008BB73BE3EF7D174EC'","X'4224464C062A49F080E33B228851AB31'",0.30,2024-04-01 23:44:23
"X'834F653532794C9092FCBC9B91640AE4'","X'131BB395AEEA4EB4B400D7C12B153F6D'",0.30,2024-04-02 18:51:38
"X'83557FD159B94496833921B9D18868E0'","X'20313CAD6C594731B2A0D10F20EEB43B'",0.30,2024-04-03 09:22:18
"X'83885CECC32C409ABAEC902A6B3C9F6D'","X'7D1C4A27828E422E89237986812F386B'",0.40,2024-04-04 01:39:02
"X'8395CE10384C4D0FBE0B086492B63BA5'","X'C6A048F3BF8B468E8BDA8242413E108C'",0.31,2024-04-07 15:23:12
"X'83B009261E0A47E5B24F1F6EA6EA3731'","X'651299E534914344A4AB681210E9755C'",2.56,2024-04-08 19:43:23
"X'83C37759B2374B698017456F77142B40'","X'5EDF3A90F40E4201B210E1CFBB5B880D'",0.65,2024-04-08 14:44:28
"X'83C479C876784732BC830D74CE23E55F'","X'91A6CDD84936484EA5189B27132784BB'",9.98,2024-04-09 13:29:44
"X'83CCB2485E5A477E8F44CB1408F43B27'","X'3E6F657D3142439A943B60798C23EAE0'",0.73,2024-04-07 15:21:40
"X'83CF38E50FF045978740170F0254F33E'","X'0B97AA2433C947A68D07B63A6D12530F'",1.03,2024-04-09 08:11:54
"X'83D2D332A77244FBB54990A696385C62'","X'B54BA8BB06674756A635EFE977BCB153'",0.84,2024-04-07 18:13:18
"X'83D3308384574381B7AEE6BA1B27DABC'","X'9422D51DA09F42D88D49FA03C393BB25'",0.31,2024-04-07 23:15:22
"X'83D93CABC11A49A29666194E67BA74CD'","X'5A2C90182D5440D7A5E8390881CDAACA'",0.41,2024-04-08 04:44:25
"X'83DEC1ABD8CD4CC9BD29D1BC1312226C'","X'8BA0116CDAC24D349918A99F5642BD84'",0.50,2024-04-07 01:38:27
"X'83E6DB6902B74A589C7E88FE932BEC85'","X'8284BE8E5E73450DA9376190DC2E8E5C'",1.03,2024-04-08 20:29:14
"X'83EFB13ED1C041248969169F19745203'","X'3A5C691FC19648708AAABD88A114113C'",0.58,2024-04-01 12:42:03
"X'83F11215274840CA97DF292A54A2A026'","X'715BD8F8CEE4451E9CD3BC362950D207'",0.30,2024-04-06 17:32:40
"X'841A09E9CA2F4FF8AB964C82E94ADA2B'","X'6D664363ED7E45E5A0636897B0E163CC'",0.99,2024-04-08 19:00:58
"X'841E868E95A84542A6E549625353D6E3'","X'C0FB252E4E534AF096BA4F0FBE387798'",0.61,2024-04-08 10:16:44
"X'84283CDFFF1C477881A6FCA5B70688B3'","X'69A364F4B9D243909F8641E5F7F70C30'",0.41,2024-04-08 12:52:25
"X'8440ACE66DB94B84B8E055EDA097533F'","X'09B7421C92C243E2A80AD32F6AA637BE'",0.60,2024-04-04 01:41:33
"X'84449D5B2A9F4B20832059A4BF060742'","X'FCF707C2B6014573A77C8DCD03680325'",1.85,2024-04-08 18:51:22
"X'84523C5094DB4E53A3A2A5E5F7B1FB2C'","X'3AEA03F9720E49898B35E6484DE1B057'",0.70,2024-04-03 14:13:47
"X'84896D110F78422A9AE815206D8555F3'","X'C1DC386B2C6C4677A1D5A7C8393A1E19'",0.71,2024-04-08 19:40:59
"X'849EBA8B039B49B9B6974AD11AED89D1'","X'5885F483BC4B44F19FF70DC34109B6FC'",0.81,2024-04-07 15:18:12
"X'849FC2206FED4C22A79892500546A300'","X'1155B603FB6C444692FE4E2E393AF061'",0.19,2024-04-08 17:27:43
"X'84A1C738E00347D5BC94ED558603E045'","X'5E0277C3463B493490017717CB30FA6A'",0.60,2024-04-07 17:06:52
"X'84AC2818FC3F4E33B99056735DB2F3EE'","X'4A336F50C86C4DBF95A5E761DD4F9F18'",0.41,2024-04-07 16:32:05
"X'84B541A0DAE64702974AE1F6AB17F5D9'","X'ED32F6E43CDB47688DBF50002056DE47'",0.55,2024-04-08 19:41:04
"X'84B5FB6502334100B5BEF7832AA31DC6'","X'1FFBD46A549749E29F1301B17C9F1E2E'",0.71,2024-04-07 18:09:38
"X'84B9E4120B1D47C79CF9914177D98105'","X'879D5A4626FE4369976D3551815D85C6'",0.10,2024-04-07 15:23:19
"X'84D3B17A18B84F5E98B1A411F9F72AF5'","X'EBC0BEF88846463FA3CB30D14CD4F9FA'",9.90,2024-04-29 15:48:52
"X'84D7261D6DE541A6A95A17FA6D9B6329'","X'0B2A5EF3D8A841B7B05225092F4F5A4E'",0.74,2024-04-04 13:25:48
"X'84F498731FD342269320283AAA0C73F1'","X'14E4000564D746A780ADF46F14A551AB'",0.31,2024-04-08 14:40:06
"X'84FB02F5C51E45C1BF96A23BB551E3C0'","X'146F55C32A67432B97E787A708F3CD63'",0.40,2024-04-02 00:36:16
"X'84FE55767B1B4DA2850C0377472F4844'","X'2ADDC19B052949E1A2004E373C1AFFEA'",0.51,2024-04-07 13:16:54
"X'8502199DF79B4848A03F3B3C7C093E7E'","X'5B87EB6D950B44E8B4E9E4C622ACEFDA'",0.60,2024-04-01 23:45:16
"X'85062624D5934710941939652836255F'","X'EBEBB4961AD748C29C3FA5EEB62EDD11'",1.04,2024-04-01 12:47:06
"X'850A979D9E5E4BCA96751C31BA677038'","X'5A330EE610CE472CB2D1C30BCCB65A7C'",0.60,2024-04-07 13:47:46
"X'851826C08CCF429A8A0362FB0843BB04'","X'EE819F38980A4875A86C427A1647A99A'",0.90,2024-04-08 23:06:54
"X'851F88A11D1044E1966C2721A93E1EC9'","X'567BAFD3F48E4ED296A232F6F796692A'",0.40,2024-04-07 11:10:15
"X'852BA3F226DA4F08A0BBA602C128EC97'","X'45983BA70C14454D9FA4D157A70FF34B'",0.90,2024-04-08 23:02:54
"X'852F5EDDF73F497BA683297530A20175'","X'30863606AB8D400AA8538A06B679F926'",0.70,2024-04-04 18:47:30
"X'8531A57E61A842EBA33A81DFBDB70193'","X'78DADDC88B6C4E42875BA1E29052DA81'",0.60,2024-04-07 12:53:58
"X'8537B660FD4845779185061B71862A03'","X'6EE752733A1D4E79857E213B0B6FD703'",0.29,2024-04-02 18:52:48
"X'85424AF539E34F4285B285A63C44504E'","X'CDE79713CA2D455A88F8A4748B96AB05'",0.30,2024-04-07 15:53:39
"X'8544F686F1B64BADBEDFA25A05568354'","X'A6031C78679D420786389F6D23BF0B1A'",0.48,2024-04-08 19:40:32
"X'8550BA069100457C8EADFD84EB6C718D'","X'F7D82D476114434E9057F91AA5F63136'",0.23,2024-04-05 15:13:14
"X'855951DEBF7A47F385ED096D994061E6'","X'195DA52ABCD743D7BBD59DF6551E07F9'",0.33,2024-04-01 10:41:39
"X'8560007B95C54910A59D223D9740F49C'","X'45983BA70C14454D9FA4D157A70FF34B'",0.91,2024-04-09 07:58:44
"X'8565EB3DA9404DBEBD3B1792CDD09706'","X'4224464C062A49F080E33B228851AB31'",0.66,2024-04-05 15:36:11
"X'85684F3C975E4BF9B0F8581D897390C9'","X'A748EC68A7264A898643AE4C92A6C5DE'",0.84,2024-04-03 19:10:20
"X'8572CF7A110446A6A262EE3BBB5514D4'","X'E5EE65306D664AC18BCB28B46A1FC917'",0.73,2024-04-08 12:57:29
"X'857ACC8AEE8347D591A99A742DC5B3B9'","X'2AA3E5C8687E43FE9B3F7C7F4410DC88'",0.31,2024-04-08 20:01:10
"X'857D1CBEBD2147519E2741D439EA7922'","X'7BF96BFCE94E464C9E9EF9256FAF9593'",0.73,2024-04-07 19:08:52
"X'857E545E505F4774AD5FED111D8BBBE8'","X'77A96A566A694ED5A18600CFBD125532'",0.50,2024-04-06 18:41:40
"X'85940C76B465484B82A9BCC5697D7039'","X'30587DBB5D314C7BA65859B8B52098B5'",0.60,2024-04-02 00:36:27
"X'8599EE352EDF464F9FEB53DD9EEA85CE'","X'1387916F8079431BBFCB31330CFC4ADE'",0.50,2024-04-07 16:50:14
"X'85A00841445B4E32A8FB49FFCE713147'","X'4A88D19B54CD42489EAC2EAD4C682F17'",0.15,2024-04-08 18:31:06
"X'85AB82616BAC41A2A84B7BCCF1E12DD5'","X'336A94947D81462192F96131A2350484'",3.03,2024-04-07 19:31:38
"X'85B485F91643447797CE122FE58D0BC1'","X'69A364F4B9D243909F8641E5F7F70C30'",2.96,2024-04-09 08:31:38
"X'85CE126F068544889B270F84AA3BC774'","X'AFD8E679FF3A4D878E63B3E08CBC7AB6'",3.09,2024-04-07 17:26:23
"X'85CEA3EB36F0477582D45660AAAF3CE0'","X'FB551A16E93A4AD5BD6DAAA5FDF4BBFF'",0.80,2024-04-07 20:52:15
"X'85D7B68ACE21402DBF4961487B202538'","X'0370CB7C80974DD8BE88918D1DD06D24'",0.70,2024-04-07 15:12:00
"X'85FB648121014D6996AE9179345C2CCE'","X'8CD10FAFD0014CD1AD71DD73388E13EE'",1.94,2024-04-03 14:26:41
"X'85FB84C4B7AB4914B074AECB4A411E6E'","X'956038F47A9B470D9C92A07E43E06684'",8.53,2024-04-09 12:51:46
"X'85FBAD14FD264DCFBCC133BC1E55C48E'","X'F7D82D476114434E9057F91AA5F63136'",0.20,2024-04-03 14:23:03
"X'86057996E5BE4FE4A6AD3F5DA336DC98'","X'20C0F166647343B389659F7A15C18A65'",0.80,2024-04-07 15:43:51
"X'8605D0AB8CB64E6592D530D993C6422D'","X'715BD8F8CEE4451E9CD3BC362950D207'",0.74,2024-04-08 21:52:03
"X'864C9894D6B64EDFB4A6D6B2DE89D277'","X'54D9977F534540C3B7D5E1236001D5A8'",0.80,2024-04-02 06:01:49
"X'8653B061BFE54583ACB0BFE2EDFEB76F'","X'C3A50CD3D2904245BA0D3C59C44B8077'",0.50,2024-04-07 21:34:26
"X'86596185001D4A908EA99E7E9DDD7043'","X'66285A23735542E8AE006001F51BAF77'",8.08,2024-04-09 08:45:37
"X'865CA38CA3E947E4A6EF126D82A5F08B'","X'2AA3E5C8687E43FE9B3F7C7F4410DC88'",0.30,2024-04-08 19:14:18
"X'869FDBEE21A74C95BD95121983FA523D'","X'BC90C963119D4CF4BE76A58F9201F70A'",0.81,2024-04-09 07:11:05
"X'86A9BC1503A944A1BE9EA374F00A72E3'","X'DD76471A196142DFBE1C700594FB7A90'",0.30,2024-04-04 01:37:26
"X'86AD2BDF98E040F9A4466BC5A05FD218'","X'948FA9BB1D054678A855AD0D81674CCD'",0.63,2024-04-07 21:10:11
"X'86B6F4DB60DF483696FA4F57FD5333DA'","X'259BA15D447549F5950C1C81730719E3'",0.60,2024-04-02 00:36:24
"X'86BE326102D54FA2B5C8DCE0CF0CBB21'","X'10353E900E884134BC4BB64CBF00ADF5'",0.60,2024-04-02 00:36:23
"X'86CE578F1F5448E9943F0C17BCA3804A'","X'BDFD7D7BECD946908865C6B23B1E3700'",0.41,2024-04-07 23:38:07
"X'86CFA2DA59DE4D23989CA2862B376350'","X'D8BFC1E0F4B64568B2A698D898E34B78'",0.16,2024-04-08 19:02:09
"X'86D0AC92DF6E41A28BAB2181D1730224'","X'10353E900E884134BC4BB64CBF00ADF5'",1.44,2024-04-07 18:07:16
"X'86D7DF2730B44059A956AA1E24DBB7A5'","X'A843DF2894194A018AB43A531B9D920B'",0.80,2024-04-02 18:25:16
"X'86DD7F8A8BDD49B7B5D016BB57922F5A'","X'B3D2A504651543DB9BDC003F409B48C1'",0.45,2024-04-02 18:52:38
"X'86E9F95F7DAD4DF0BD5476DAA00C00EC'","X'37FADA373CB64872908A58B04BFE0770'",0.94,2024-04-04 12:57:26
"X'86EEC95BE133467B807540705B34C755'","X'A701A2DA26DE40BE8FBFBBA3861F7BA4'",1.28,2024-04-07 16:57:38
"X'86F20861EBD94E0F9B98A3DF4AAB605A'","X'63663ADE7AA0455CA3B7DBD19E96CA05'",0.80,2024-04-01 23:45:07
"X'87019BE76214479ABE310CD379965729'","X'65579DA5717B46428E05E24A4E2AA56D'",1.90,2024-04-08 18:47:53
"X'8701E162B9664EDB8FA817C1F1660447'","X'630F3B440D724E6F85DD5A6E088138BB'",0.59,2024-04-06 17:25:49
"X'870563EF8E7F43BEA6060BEEDB551B84'","X'B952EF9DCCC14C6D8AEACD60F2C1E5A7'",2.43,2024-04-08 20:11:15
"X'870CF0ECB11C4D36A51EA9C467F50AB5'","X'746F0568505F4A8D926ED466C167B9B3'",0.15,2024-04-07 15:39:47
"X'872AA92697A449A9ABBEBDAAED07EDD4'","X'78B10B968B9F4904B98E90A0FA3F999D'",3.60,2024-04-08 17:20:01
"X'873296B92708481D9D740E35427FFFDA'","X'0A4CA3B4C132403F8E1F5A8C7B96F01E'",0.60,2024-04-04 18:36:41
"X'873D39F55D994182BE62C93EA7AE2855'","X'29CB180576454D488FBF4B502186AB4C'",0.51,2024-04-08 20:33:15
"X'873D4814EE0046B7B8DE7977C6E285AD'","X'B40B9926B88540258A1C6DFE354BAFA0'",0.79,2024-04-05 18:41:19
"X'87498DDEF03941918BBF3050E30EA8C3'","X'DFA7086E1E5543CCBFE0D25028302444'",0.74,2024-04-08 14:39:36
"X'87667674B70341268394598BE8EBBD15'","X'E1DE90E185944E36B4D17117699246F8'",0.31,2024-04-07 23:37:50
"X'876E95BF9DDA46C9B42C5CB23035FD35'","X'0C6D72339A1C4CF5B14A2E48BE49BEAD'",3.11,2024-04-09 08:45:00
"X'878091279D6B4F019290F67C74CB0C3D'","X'6825FFEADA5B43AF9D862728A0600A44'",0.53,2024-04-07 16:39:34
"X'8782954F366C4743831E07CDB056FF6D'","X'0AB613D80E184EE0A5AEDCEA439E0688'",1.10,2024-04-08 23:08:46
"X'87844486A07541B4B488F296189FC11A'","X'ED32F6E43CDB47688DBF50002056DE47'",0.30,2024-04-06 17:30:08
"X'8797F4836A984CB1A15FEFEB21D5454B'","X'15DE8BDE346D4D94BDDC14F22AEDA301'",1.32,2024-04-02 18:45:53
"X'87982B97B1D1440F8200E3EBC7692CFD'","X'09DD8F7502164FD9BFF3FDBA141C84FB'",0.70,2024-04-04 01:42:24
"X'87A59B00EE22494CB24E0659CBAA8928'","X'0B5DFA766C4C4B1199BB221F7D8820FD'",1.45,2024-04-07 16:56:28
"X'87A5FADF09E14B93A3535EB1F3EB3C0C'","X'45983BA70C14454D9FA4D157A70FF34B'",1.58,2024-04-09 08:31:22
"X'87ABB198199B4841982B00B34B407552'","X'DF8AF94B9B644476BC16170C0762FE6A'",0.97,2024-04-07 16:56:01
"X'87C2AECB477D46C68CEC2558CC228C6A'","X'58284C18827A47C7B8692F4056A315D9'",0.50,2024-04-07 13:28:41
"X'87D43E13E9EE4D42A8E58F4D31A63F57'","X'E5E998D7F9124D7486D7A170A9732608'",0.40,2024-04-06 19:38:24
"X'87D44DAA9B4D4227AA32EBB08325E05B'","X'FE468136AC2041A2933AB596AF31FBB0'",0.50,2024-04-06 19:37:27
"X'87DB36C057134CF6BBB30B7968F2EA44'","X'DF8AF94B9B644476BC16170C0762FE6A'",0.70,2024-04-07 11:19:11
"X'87DCD20AA49749BC8C28F1D9E71E788B'","X'6C73F2F692B94E3B8214ACA51FD7A411'",0.51,2024-04-03 20:44:13
"X'87E48D67A371411291D5B5DA601D6123'","X'2E509A2D07A743E4AD6AA28F23127629'",0.45,2024-04-07 22:20:30
"X'87EE3DAA6B274656BEA58F73F3533C6C'","X'E6C48E9C262C4FF18E27C20DE4E95290'",0.74,2024-04-03 13:34:13
"X'87F9BA1731B34568988B72E117250C1F'","X'C8082A5EC6474F259B2B654039232EFD'",0.30,2024-04-07 22:05:27
"X'87FE97F4DB7F4BDCA62917A8A76238F7'","X'3C65C3D1363C448BBFB394A6344F7A63'",0.61,2024-04-05 11:41:42
"X'8804AA5C70FA46CEA1DD31422DDD93A7'","X'3AEA03F9720E49898B35E6484DE1B057'",3.11,2024-04-08 18:12:55
"X'880684A8F60449A18F7F4BABDD84C1A6'","X'FC0D69A06E8046F8ADC8C91E204BEECC'",0.50,2024-04-08 12:07:49
"X'8806F08843D1456EAAD15E0A32C420B7'","X'D34FE99591F74490A1E233A931B6897C'",0.70,2024-04-02 00:36:41
"X'8808C9A80E7447EFA71AB53D08A3C857'","X'D8BFC1E0F4B64568B2A698D898E34B78'",0.33,2024-04-08 20:14:29
"X'8812610BA88949AE87D1AC944B191318'","X'F1C278AD1FE24F138AAE7B67991BA5F9'",0.25,2024-03-31 21:47:59
"X'8814322ED5934CE98BE82A1739871F7F'","X'E508CBDE658D4D72928D6AE29528EE9F'",2.13,2024-04-08 22:43:03
"X'8820230580344D2ABF5CCB1A53212C83'","X'9CE2202F67274A2BB285864A844BA0AE'",0.51,2024-04-07 21:02:30
"X'8823AD4A80E342A2BA5E63B5B3227C58'","X'75ECD4EBC57A48ED91239DB3D01E1AD9'",0.97,2024-04-05 12:41:48
"X'882773CB14E14EB8B96D1BCBE316E888'","X'78DADDC88B6C4E42875BA1E29052DA81'",0.94,2024-04-07 22:25:54
"X'88355D52F275442D971E7E5C32267E10'","X'3FC5CAEA4DBA4E87939ED6521D7B1149'",0.50,2024-04-05 21:13:41
"X'883BDCA42958481187D043997B004136'","X'9A86D1EC24E842B7ABA102896709BD2A'",0.50,2024-04-06 19:00:16
"X'884C5BD451654AFF96F44CD366B66C46'","X'A72909757EC544DFB0ACA4FC2B7E8B81'",3.28,2024-04-09 07:07:40
"X'884DB8B95C694B5BB69F774BA875D080'","X'DF8AF94B9B644476BC16170C0762FE6A'",1.48,2024-04-07 17:03:03
"X'885DB3A5083D4EB492D6D45FDA0EE71B'","X'B45B1623C5854E5EB9EC0EF46BA15F44'",2.73,2024-04-08 19:48:43
"X'8860456FAB344B4DA4374F3175618B34'","X'F6298F14CE16422AA421D393E4F1FBD0'",2.19,2024-04-08 20:13:08
"X'8868B8BB50EF49B29DE74FF738A9C41E'","X'09B7421C92C243E2A80AD32F6AA637BE'",0.63,2024-04-08 19:17:07
"X'886A065B8EFA4ACB97AE53F69CB616DD'","X'5213402DEA8B400B9EE5D9448ADA8F2F'",0.60,2024-04-05 13:12:11
"X'88705765132348CFAEE39FE4FC1CE423'","X'55DF2443654F4DF2BEB1E5A387C3A613'",0.50,2024-04-07 16:53:42
"X'88768D0D41EB4FEFA8581FDB4AEC5521'","X'E526C897DF5D4D1BBC2F8BA741301E45'",0.70,2024-04-05 16:44:38
"X'8889CE588AE8422D89F2BB6041BB2CFE'","X'7ECF6B2D2AC54CAC9C327056732BE603'",0.43,2024-04-08 14:43:25
"X'88A6E81935E44A2CB2C031F8394010B7'","X'0B31D20306B7440087AAFBC6870262FE'",0.56,2024-04-02 11:14:04
